Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContract/input_b3-b2-b1-Input_StartDate2""), ""20-07-2026"")",Chrome 150.0.7871.128,,,20-07-2026 16:27:17,20-07-2026 16:27:18,0.598s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContract/select_b3-b2-b1-Dropdown1""), ""2"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:27:18,20-07-2026 16:27:18,0.543s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContract/select_b3-b2-b1-Dropdown3""), ""0"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:27:18,20-07-2026 16:27:19,0.529s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContract/button_Cari""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:19,20-07-2026 16:27:19,0.324s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContract/button_Pemeriksaan""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:19,20-07-2026 16:27:20,0.647s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/input_b3-b2-l4_0-194_0-Input_PICPengiriman""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:20,20-07-2026 16:27:23,2.675s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/input_b3-b2-b16-Input_NamaKaryawan""), ""Fatimah AZ"")",Chrome 150.0.7871.128,,,20-07-2026 16:27:23,20-07-2026 16:27:24,1.462s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/button_Cari""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:24,20-07-2026 16:27:24,0.309s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/button_Pilih""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:24,20-07-2026 16:27:25,0.650s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/select_b3-b2-l4_0-194_0-Dropdown2""), ""2"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:27:25,20-07-2026 16:27:25,0.538s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/input_b3-b2-l4_0-194_0-Input_AirwayBill""), ""testing@gmail.com"")",Chrome 150.0.7871.128,,,20-07-2026 16:27:25,20-07-2026 16:27:26,0.625s,PASSED
delay(6),Chrome 150.0.7871.128,,,20-07-2026 16:27:26,20-07-2026 16:27:32,6.016s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/input_b3-b2-l4_0-194_0-Input_NamaPenerima""), ""testing"")",Chrome 150.0.7871.128,,,20-07-2026 16:27:32,20-07-2026 16:27:33,0.680s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/select_b3-b2-l4_0-194_0-Dropdown3""), ""0"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:27:33,20-07-2026 16:27:33,0.514s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/textarea_b3-b2-l4_0-194_0-TextArea_Remarks""), ""testing ya"")",Chrome 150.0.7871.128,,,20-07-2026 16:27:33,20-07-2026 16:27:34,0.590s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/button_Unggah""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:34,20-07-2026 16:27:34,0.536s,PASSED
delay(5),Chrome 150.0.7871.128,,,20-07-2026 16:27:34,20-07-2026 16:27:39,5.016s,PASSED
"uploadFile(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/div_b3-b2-b15-dropzone""), Lorem)",Chrome 150.0.7871.128,,,20-07-2026 16:27:39,20-07-2026 16:27:39,0.003s,NOT_RUN
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/button_Upload_popup""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:39,20-07-2026 16:27:39,0.000s,NOT_RUN
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContract/button_Draft_1""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:39,20-07-2026 16:27:39,0.000s,NOT_RUN
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/button_Submit""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:39,20-07-2026 16:27:42,2.701s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContractDetail/button_Submit_popup""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:42,20-07-2026 16:27:43,0.515s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContract/select_b3-b2-b1-Dropdown3""), ""2"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:27:43,20-07-2026 16:27:50,6.931s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/Staff-CBU-Submit-Task/Page_PengirimanCopyContract/button_Cari""))",Chrome 150.0.7871.128,,,20-07-2026 16:27:50,20-07-2026 16:27:50,0.281s,PASSED
,,,,,,,
Test Cases/Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan,Chrome 150.0.7871.128,,,20-07-2026 16:27:50,20-07-2026 16:28:46,56.529s,PASSED
"callTestCase(findTestCase(""Pilar 1/Login/UAT/SPV-CBU""), [:], STOP_ON_FAILURE)",Chrome 150.0.7871.128,,,20-07-2026 16:27:50,20-07-2026 16:28:24,33.708s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_Dashboard/div_b2-l1-17_9-b3-SubMenuHeader""))",Chrome 150.0.7871.128,,,20-07-2026 16:28:24,20-07-2026 16:28:29,5.150s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_Dashboard/div_b2-l1-17_9-b4-l1-35_4-b1-SubMenuHeader""))",Chrome 150.0.7871.128,,,20-07-2026 16:28:29,20-07-2026 16:28:29,0.540s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_Dashboard/a_Copy Contract""))",Chrome 150.0.7871.128,,,20-07-2026 16:28:29,20-07-2026 16:28:30,0.309s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContract/input_b3-b1-Input_StartDate""), ""20-07-2026"")",Chrome 150.0.7871.128,,,20-07-2026 16:28:30,20-07-2026 16:28:32,2.689s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContract/input_b3-b1-Input_StartDate2""), ""20-07-2026"")",Chrome 150.0.7871.128,,,20-07-2026 16:28:32,20-07-2026 16:28:33,0.564s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContract/select_b3-b1-Dropdown1""), ""2"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:28:33,20-07-2026 16:28:34,0.570s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContract/select_b3-b1-Dropdown3""), ""0"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:28:34,20-07-2026 16:28:34,0.540s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContract/button_Cari""))",Chrome 150.0.7871.128,,,20-07-2026 16:28:34,20-07-2026 16:28:34,0.305s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContract/button_Persetujuan""))",Chrome 150.0.7871.128,,,20-07-2026 16:28:34,20-07-2026 16:28:35,0.669s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContractDetail/select_b3-b9-Status2""), ""0"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:28:35,20-07-2026 16:28:38,3.072s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContractDetail/textarea_b3-b9-TextArea_Catatan""), ""testing ya"")",Chrome 150.0.7871.128,,,20-07-2026 16:28:38,20-07-2026 16:28:39,0.592s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContractDetail/button_Submit""))",Chrome 150.0.7871.128,,,20-07-2026 16:28:39,20-07-2026 16:28:39,0.534s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContract/select_b3-b1-Dropdown3""), ""2"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:28:39,20-07-2026 16:28:46,6.916s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Persetujuan/Page_ApprovalCopyContract/button_Cari""))",Chrome 150.0.7871.128,,,20-07-2026 16:28:46,20-07-2026 16:28:46,0.286s,PASSED
,,,,,,,
Test Cases/Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC,Chrome 150.0.7871.128,,,20-07-2026 16:28:46,20-07-2026 16:29:36,49.522s,PASSED
"callTestCase(findTestCase(""Pilar 1/Login/UAT/SPV-CBU""), [:], STOP_ON_FAILURE)",Chrome 150.0.7871.128,,,20-07-2026 16:28:47,20-07-2026 16:29:20,33.490s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_Dashboard/div_b2-l1-17_10-b3-SubMenuHeader""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:20,20-07-2026 16:29:23,3.262s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_Dashboard/div_b2-l1-17_10-b4-l1-44_4-b1-SubMenuHeader""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:23,20-07-2026 16:29:24,0.534s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_Dashboard/a_Copy Contract""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:24,20-07-2026 16:29:24,0.312s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContract/input_b3-b1-b1-Input_StartDate3""), ""20-07-2026"")",Chrome 150.0.7871.128,,,20-07-2026 16:29:24,20-07-2026 16:29:27,3.240s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContract/input_b3-b1-b1-Input_StartDate4""), ""20-07-2026"")",Chrome 150.0.7871.128,,,20-07-2026 16:29:27,20-07-2026 16:29:28,0.586s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContract/select_b3-b1-b1-Dropdown2""), ""2"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:29:28,20-07-2026 16:29:29,0.571s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContract/select_b3-b1-b1-Dropdown5""), ""0"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:29:29,20-07-2026 16:29:29,0.533s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContract/button_Cari""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:29,20-07-2026 16:29:29,0.314s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContract/button_Tindak Lanjut""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:29,20-07-2026 16:29:30,0.632s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContractDetail/input_b3-b1-l2_0-611_0-Checkbox2""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:30,20-07-2026 16:29:32,2.047s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContract/button_Kirim Tindak Lanjut_1""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:32,20-07-2026 16:29:32,0.396s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContractDetail/input_b3-b1-b3-b2-NamaKaryawan""), ""Fatimah AZ"")",Chrome 150.0.7871.128,,,20-07-2026 16:29:32,20-07-2026 16:29:33,0.920s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContractDetail/input_b3-b1-b3-b2-Jabatan""), ""IT Business Partner"")",Chrome 150.0.7871.128,,,20-07-2026 16:29:33,20-07-2026 16:29:34,0.617s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContractDetail/button_Cari_PIC""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:34,20-07-2026 16:29:34,0.293s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContractDetail/input_b3-b1-b3-l1_0-365_0-IsPICUtama""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:34,20-07-2026 16:29:35,0.624s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContractDetail/button_Kirim Tindak Lanjut_popup""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:35,20-07-2026 16:29:35,0.533s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/SPV-CBU-Assign-PIC/Page_TindakLanjutCopyContractDetail/button_Kirim Tindak Lanjut""))",Chrome 150.0.7871.128,,,20-07-2026 16:29:35,20-07-2026 16:29:36,0.515s,PASSED
,,,,,,,
Test Cases/Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut,Chrome 150.0.7871.128,,,20-07-2026 16:29:36,20-07-2026 16:30:46,1m - 9.624s,PASSED
"DATA BINDING - {""(Default) Lorem"":""C:\\Users\\PPU\\Downloads\\Tester File\\Lorem1_PDF.pdf""}",,,,,,,
"callTestCase(findTestCase(""Pilar 1/Login/UAT/PIC-Fatimah""), [:], STOP_ON_FAILURE)",Chrome 150.0.7871.128,,,20-07-2026 16:29:36,20-07-2026 16:30:11,35.277s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_Dashboard/div_b2-l1-17_1-b3-SubMenuHeader""))",Chrome 150.0.7871.128,,,20-07-2026 16:30:11,20-07-2026 16:30:14,3.097s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_Dashboard/div_b2-l1-17_1-b4-l1-23_4-b1-SubMenuHeader""))",Chrome 150.0.7871.128,,,20-07-2026 16:30:14,20-07-2026 16:30:15,0.535s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_Dashboard/a_Copy Contract""))",Chrome 150.0.7871.128,,,20-07-2026 16:30:15,20-07-2026 16:30:15,0.302s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/select_b3-b2-b1-BisnisUnit""), ""0"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:30:15,20-07-2026 16:30:17,2.016s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/Page_TindakLanjutCopyContract/select_Pencarian""), ""0"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:30:17,20-07-2026 16:30:17,0.001s,NOT_RUN
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/Page_TindakLanjutCopyContract/input_Pencarian""), ""12102003318"")",Chrome 150.0.7871.128,,,20-07-2026 16:30:17,20-07-2026 16:30:17,0.001s,NOT_RUN
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/select_b3-b2-b1-Dropdown1""), ""2"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:30:17,20-07-2026 16:30:18,0.866s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/select_b3-b2-b1-Dropdown3""), ""0"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:30:18,20-07-2026 16:30:19,0.533s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/button_Cari""))",Chrome 150.0.7871.128,,,20-07-2026 16:30:19,20-07-2026 16:30:19,0.317s,PASSED
delay(4),Chrome 150.0.7871.128,,,20-07-2026 16:30:19,20-07-2026 16:30:23,4.009s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/input_b3-b2-l2_0-113_0-Input_TenggatWaktuPenyeles""), ""31-07-2026"")",Chrome 150.0.7871.128,,,20-07-2026 16:30:23,20-07-2026 16:30:24,0.635s,PASSED
"setText(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/textarea_b3-b2-l2_0-113_0-TextArea_TindakLanjut""), ""sudah bisa dilanjut ya"")",Chrome 150.0.7871.128,,,20-07-2026 16:30:24,20-07-2026 16:30:24,0.625s,PASSED
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/button_Unggah""))",Chrome 150.0.7871.128,,,20-07-2026 16:30:24,20-07-2026 16:30:25,0.527s,PASSED
delay(6),Chrome 150.0.7871.128,,,20-07-2026 16:30:25,20-07-2026 16:30:31,6.009s,PASSED
"uploadFile(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/div_b3-b2-b6-dropzone""), Lorem)",Chrome 150.0.7871.128,,,20-07-2026 16:30:31,20-07-2026 16:30:31,0.001s,NOT_RUN
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/button_Upload""))",Chrome 150.0.7871.128,,,20-07-2026 16:30:31,20-07-2026 16:30:31,0.005s,NOT_RUN
"click(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/button_Submit""))",Chrome 150.0.7871.128,,,20-07-2026 16:30:31,20-07-2026 16:30:31,0.555s,PASSED
delay(5),Chrome 150.0.7871.128,,,20-07-2026 16:30:31,20-07-2026 16:30:36,5.016s,PASSED
"selectOptionByValue(findTestObject(""Pilar 1/Copy Contract/UAT/CBU/PIC-CBU-Submit-Tindak-Lanjut/Page_TindakLanjutCopyContract/select_b3-b2-b1-Dropdown1""), ""2"", false)",Chrome 150.0.7871.128,,,20-07-2026 16:30:36,20-07-2026 16:30:45,8.400s,PASSED
